7.6645e+03,7.1375e+02,7.1448e+03,2.2118e+03,2.7782e+03,1.0579e+03,5.7694e+03,1.6987e+01,7.3773e-56,1.3858e+02,1.0518e+03,2.1261e-01,8.5046e+00,1.4697e+03,1.4003e+03,8.4717e+02,2.3512e+02,8.2795e+02,-1.3228e-57,-2.9883e-57,-7.7245e-58,-4.2138e-57,-3.8840e-57,1.7690e+04,-2.2749e-58,-1.1375e-58,4.9532e+00,1.1139e-05,1.2241e+03,1.6004e+03,5.7340e+02,3.4327e+03,5.8781e+00,1.3270e+02,1.0461e-01,1.0517e+03,3.6504e+02,2.5791e-54,1.8973e+02,5.7690e-01,1.0190e-57,3.9980e-01,1.0322e+00,1.6971e+03,2.1261e-01,2.7340e+04,1.7690e+04,4.5655e+03,2.2325e+02,1.0983e+03,6.9948e+01,1.6913e+02,2.6222e+03,1.6859e+04,6.0479e+03,5.4089e+03,1.8336e-01,2.1852e+04,1.0461e-01,1.0517e+03,7.1448e+03,9.8720e-56,4.9395e+01,1.9017e+00,5.0699e-01,-8.1215e-65,5.0000e-01
1.0519e+03,3.1020e+02,7.6527e+03,2.4833e+03,3.9698e+03,2.9545e+03,9.0319e+03,3.1100e+01,3.5274e-21,1.4696e+02,1.1058e+03,2.4123e+00,9.6493e+01,1.6542e+03,1.5762e+03,9.5410e+02,2.8942e+03,2.7346e+03,4.3450e-18,9.5931e-18,2.5451e-18,1.3732e-17,7.2576e-18,5.3086e+04,-2.2625e-71,-1.1313e-71,4.6041e+00,2.4880e-05,8.8612e+02,1.5015e+03,1.0232e+03,3.5833e+03,2.8577e+00,1.4410e+02,4.9238e-02,1.1058e+03,3.8239e+02,3.8726e-20,1.9627e+02,6.0433e-01,1.5301e-23,4.1357e-01,1.0734e+00,4.0063e+03,2.4123e+00,2.7454e+04,5.3086e+04,8.7277e+03,1.1820e+03,1.3519e+03,3.0399e+01,3.2531e+02,6.4345e+03,4.7247e+04,9.4076e+03,8.4674e+03,3.2711e-01,5.3621e+04,4.9238e-02,1.1058e+03,7.6527e+03,1.4254e-21,9.3654e+01,-7.8109e+01,3.2239e-01,1.4077e-26,5.0000e-01
3.9131e+02,1.4728e+02,7.7758e+03,2.5618e+03,4.1620e+03,3.1866e+03,9.4949e+03,3.2864e+01,-3.2297e-14,1.4864e+02,1.1339e+03,5.4251e+00,2.1700e+02,1.6978e+03,1.6178e+03,9.8001e+02,5.1532e+03,4.6120e+03,-3.4002e-11,-7.5320e-11,-1.9923e-11,-1.0719e-10,-7.7069e-11,8.8514e+04,-1.8634e-71,-9.3169e-72,4.5856e+00,2.5966e-05,8.8917e+02,1.5327e+03,1.0730e+03,3.6704e+03,2.7719e+00,1.4587e+02,4.8378e-02,1.1338e+03,3.8392e+02,-3.3867e-13,1.9753e+02,6.0673e-01,-1.3381e-16,4.1623e-01,1.0785e+00,4.3018e+03,5.4251e+00,2.7720e+04,8.8514e+04,1.2227e+04,2.0507e+03,1.5609e+03,1.4433e+01,4.5680e+02,7.0965e+03,7.7094e+04,9.9104e+03,8.9015e+03,3.3561e-01,5.9138e+04,4.8378e-02,1.1338e+03,7.7758e+03,-1.2407e-14,9.9318e+01,-1.5698e+02,3.0763e-01,-9.1388e-20,5.0000e-01
2.3835e+02,9.5835e+01,7.8350e+03,2.5930e+03,4.2274e+03,3.2558e+03,9.6440e+03,3.3397e+01,-2.3853e-12,1.4926e+02,1.1469e+03,8.6934e+00,3.4774e+02,1.7179e+03,1.6370e+03,9.9249e+02,7.2476e+03,6.4134e+03,-2.5348e-09,-5.6089e-09,-1.4855e-09,-7.9867e-09,-5.8557e-09,1.2398e+05,-6.3025e-72,-3.1512e-72,4.5824e+00,2.6159e-05,8.9567e+02,1.5495e+03,1.0909e+03,3.7111e+03,2.7633e+00,1.4650e+02,4.8573e-02,1.1469e+03,3.8423e+02,-2.4652e-11,1.9803e+02,6.0723e-01,-9.7400e-15,4.1729e-01,1.0800e+00,4.3932e+03,8.6934e+00,2.7889e+04,1.2398e+05,1.5487e+04,2.8688e+03,1.7444e+03,9.3918e+00,5.7933e+02,7.3841e+03,1.0675e+05,1.0076e+04,9.0413e+03,3.3759e-01,6.1535e+04,4.8573e-02,1.1469e+03,7.8350e+03,-9.0183e-13,1.0107e+02,-2.3515e+02,3.0044e-01,-6.5438e-18,5.0000e-01
1.7245e+02,7.1442e+01,7.8721e+03,2.6103e+03,4.2619e+03,3.2906e+03,9.7212e+03,3.3664e+01,-9.2196e-12,1.4963e+02,1.1550e+03,1.2047e+01,4.8188e+02,1.7299e+03,1.6485e+03,1.0003e+03,9.2528e+03,8.1486e+03,-9.7724e-09,-2.1608e-08,-5.7277e-09,-3.0782e-08,-2.2835e-08,1.5948e+05,-3.7546e-74,-1.8773e-74,4.5815e+00,2.6210e-05,9.0050e+02,1.5602e+03,1.1012e+03,3.7363e+03,2.7648e+00,1.4687e+02,4.8819e-02,1.1550e+03,3.8432e+02,-9.4594e-11,1.9835e+02,6.0737e-01,-3.7373e-14,4.1795e-01,1.0808e+00,4.4404e+03,1.2047e+01,2.8000e+04,1.5948e+05,1.8608e+04,3.6543e+03,1.9161e+03,7.0013e+00,6.9662e+02,7.5901e+03,1.3630e+05,1.0163e+04,9.1137e+03,3.3849e-01,6.3251e+04,4.8819e-02,1.1550e+03,7.8721e+03,-3.4579e-12,1.0197e+02,-3.1294e+02,2.9472e-01,-2.4850e-17,5.0000e-01
1.3688e+02,5.7590e+01,7.8985e+03,2.6215e+03,4.2836e+03,3.3119e+03,9.7694e+03,3.3828e+01,1.1374e-03,1.4989e+02,1.1608e+03,1.5292e+01,6.1212e+02,1.7381e+03,1.6563e+03,1.0059e+03,1.1120e+04,9.7761e+03,1.2960e+00,2.8588e+00,7.5967e-01,4.0828e+00,2.8065e+00,1.9354e+05,1.3761e-08,6.8803e-09,4.5814e+00,2.6215e-05,9.0424e+02,1.5679e+03,1.1082e+03,3.7543e+03,2.7691e+00,1.4712e+02,4.9052e-02,1.1607e+03,3.8432e+02,1.1752e-02,1.9858e+02,6.0738e-01,4.6430e-06,4.1844e-01,1.0813e+00,4.4699e+03,1.5292e+01,2.8079e+04,1.9354e+05,2.1530e+04,4.3907e+03,2.0752e+03,5.6438e+00,8.0645e+02,7.7583e+03,1.6459e+05,1.0217e+04,9.1588e+03,3.3901e-01,6.4652e+04,4.9052e-02,1.1607e+03,7.8985e+03,4.2938e-04,1.0254e+02,-3.8735e+02,2.8981e-01,3.2758e-09,5.0000e-01
1.1722e+02,4.9594e+01,7.9179e+03,2.6291e+03,4.2981e+03,3.3257e+03,9.8011e+03,3.3930e+01,6.4421e-03,1.5008e+02,1.1649e+03,1.7978e+01,7.2169e+02,1.7439e+03,1.6620e+03,1.0100e+03,1.2634e+04,1.1125e+04,7.5466e+00,1.6630e+01,4.4239e+00,2.3774e+01,1.5910e+01,2.2150e+05,-1.3294e-07,-6.6469e-08,4.5816e+00,2.6205e-05,9.0709e+02,1.5736e+03,1.1130e+03,3.7674e+03,2.7736e+00,1.4731e+02,4.9247e-02,1.1649e+03,3.8428e+02,6.6277e-02,1.9876e+02,6.0731e-01,2.6186e-05,4.1881e-01,1.0817e+00,4.4892e+03,1.7978e+01,2.8139e+04,2.2150e+05,2.3961e+04,5.0037e+03,2.2071e+03,4.8602e+00,8.9785e+02,7.8897e+03,1.8784e+05,1.0253e+04,9.1885e+03,3.3931e-01,6.5748e+04,4.9247e-02,1.1649e+03,7.9179e+03,2.4209e-03,1.0291e+02,-4.4850e+02,2.8595e-01,1.9027e-08,5.0000e-01
1.0880e+02,4.5869e+01,7.9310e+03,2.6341e+03,4.3071e+03,3.3339e+03,9.8206e+03,3.3985e+01,1.9156e-02,1.5021e+02,1.1675e+03,1.9442e+01,7.8538e+02,1.7481e+03,1.6659e+03,1.0128e+03,1.3456e+04,1.1918e+04,2.2878e+01,5.0376e+01,1.3412e+01,7.2074e+01,4.7325e+01,2.3680e+05,1.1316e-06,5.6579e-07,4.5817e+00,2.6198e-05,9.0898e+02,1.5772e+03,1.1160e+03,3.7756e+03,2.7767e+00,1.4743e+02,4.9372e-02,1.1675e+03,3.8421e+02,1.9655e-01,1.9887e+02,6.0720e-01,7.7655e-05,4.1906e-01,1.0818e+00,4.5003e+03,1.9442e+01,2.8182e+04,2.3680e+05,2.5421e+04,5.3720e+03,2.2864e+03,4.4952e+00,9.5273e+02,7.9687e+03,2.0069e+05,1.0275e+04,9.2068e+03,3.3948e-01,6.6406e+04,4.9372e-02,1.1675e+03,7.9310e+03,7.1780e-03,1.0312e+02,-4.8230e+02,2.8371e-01,5.7602e-08,5.0000e-01
1.7343e+03,1.1044e+02,4.0804e+03,8.4753e+02,1.2541e+03,1.4207e+03,4.8934e+03,5.9057e-03,5.1926e+01,3.6516e+02,1.3532e+03,1.3893e+02,2.6711e+02,1.7280e+03,1.6473e+03,9.9796e+02,9.5156e+02,1.8441e+03,2.4172e+02,5.1524e+02,1.4166e+02,7.6810e+02,4.1788e+02,3.9735e+04,1.6332e+01,8.1660e+00,5.9884e+00,1.0271e-06,7.8883e+02,1.1744e+03,1.3180e+03,4.6044e+03,1.1849e+02,2.4667e+02,1.4580e+00,1.3517e+03,7.4595e-02,7.2248e+02,3.4075e+02,1.1789e-04,2.8545e-01,7.1801e-01,1.0591e+00,3.1841e+03,1.3893e+02,1.4341e+04,3.9735e+04,8.4958e+03,1.0249e+03,1.5748e+03,1.0823e+01,3.1646e+02,1.5970e+03,3.6942e+04,3.5222e+03,4.5876e+03,2.9032e-01,1.3308e+04,1.4580e+00,1.3517e+03,4.0804e+03,2.6953e+01,7.7894e+01,-2.5561e+01,5.9284e-01,7.8746e-03,5.0000e-01
1.7261e+03,1.0991e+02,4.0802e+03,8.4619e+02,1.2528e+03,1.4233e+03,4.8993e+03,5.8932e-03,5.2030e+01,3.6474e+02,1.3535e+03,1.3901e+02,2.6861e+02,1.7300e+03,1.6492e+03,9.9911e+02,9.5601e+02,1.8521e+03,2.4307e+02,5.1807e+02,1.4246e+02,7.7234e+02,4.2003e+02,3.9905e+04,1.6340e+01,8.1701e+00,5.9866e+00,1.0314e-06,7.8736e+02,1.1728e+03,1.3200e+03,4.6088e+03,1.1803e+02,2.4672e+02,1.4523e+00,1.3521e+03,7.4325e-02,7.2264e+02,3.4077e+02,1.1746e-04,2.8551e-01,7.1807e-01,1.0592e+00,3.1910e+03,1.3901e+02,1.4338e+04,3.9905e+04,8.5212e+03,1.0299e+03,1.5762e+03,1.0771e+01,3.1741e+02,1.5990e+03,3.7092e+04,3.5222e+03,4.5931e+03,2.9050e-01,1.3325e+04,1.4523e+00,1.3521e+03,4.0802e+03,2.6955e+01,7.8027e+01,-2.5949e+01,5.9250e-01,7.8011e-03,5.0000e-01
